chars,fontSize,width,tracking,fontWeight
Nq,12,14,-60,SFProText-Regular
Nr,12,12,-60,SFProText-Regular
Ns,12,13,-60,SFProText-Regular
Nt,12,11,-60,SFProText-Regular
Nu,12,14,-60,SFProText-Regular
Nv,12,14,-60,SFProText-Regular
Nw,12,17,-60,SFProText-Regular
Nx,12,13,-60,SFProText-Regular
Ny,12,14,-60,SFProText-Regular
Nz,12,13,-60,SFProText-Regular
OA,12,16,-60,SFProText-Regular
OB,12,16,-60,SFProText-Regular
OC,12,17,-60,SFProText-Regular
OD,12,17,-60,SFProText-Regular
OE,12,15,-60,SFProText-Regular
OF,12,15,-60,SFProText-Regular
OG,12,17,-60,SFProText-Regular
OH,12,17,-60,SFProText-Regular
OI,12,11,-60,SFProText-Regular
OJ,12,14,-60,SFProText-Regular
OK,12,16,-60,SFProText-Regular
OL,12,15,-60,SFProText-Regular
OM,12,18,-60,SFProText-Regular
ON,12,17,-60,SFProText-Regular
OO,12,17,-60,SFProText-Regular
OP,12,16,-60,SFProText-Regular
OQ,12,17,-60,SFProText-Regular
OR,12,16,-60,SFProText-Regular
OS,12,16,-60,SFProText-Regular
OT,12,16,-60,SFProText-Regular
OU,12,17,-60,SFProText-Regular
OV,12,16,-60,SFProText-Regular
OW,12,20,-60,SFProText-Regular
OX,12,16,-60,SFProText-Regular
OY,12,16,-60,SFProText-Regular
OZ,12,16,-60,SFProText-Regular
Oa,12,15,-60,SFProText-Regular
Ob,12,16,-60,SFProText-Regular
Oc,12,15,-60,SFProText-Regular
Od,12,15,-60,SFProText-Regular
Oe,12,15,-60,SFProText-Regular
Of,12,13,-60,SFProText-Regular
Og,12,15,-60,SFProText-Regular
Oh,12,15,-60,SFProText-Regular
Oi,12,11,-60,SFProText-Regular
Oj,12,11,-60,SFProText-Regular
Ok,12,15,-60,SFProText-Regular
Ol,12,11,-60,SFProText-Regular
Om,12,18,-60,SFProText-Regular
On,12,15,-60,SFProText-Regular
Oo,12,15,-60,SFProText-Regular
Op,12,16,-60,SFProText-Regular
Oq,12,15,-60,SFProText-Regular
Or,12,13,-60,SFProText-Regular
Os,12,15,-60,SFProText-Regular
Ot,12,13,-60,SFProText-Regular
Ou,12,15,-60,SFProText-Regular
Ov,12,15,-60,SFProText-Regular
Ow,12,18,-60,SFProText-Regular
Ox,12,15,-60,SFProText-Regular
Oy,12,15,-60,SFProText-Regular
Oz,12,15,-60,SFProText-Regular
PA,12,14,-60,SFProText-Regular
PB,12,14,-60,SFProText-Regular
PC,12,14,-60,SFProText-Regular
PD,12,14,-60,SFProText-Regular
PE,12,13,-60,SFProText-Regular
PF,12,13,-60,SFProText-Regular
PG,12,15,-60,SFProText-Regular
PH,12,14,-60,SFProText-Regular
PI,12,9,-60,SFProText-Regular
PJ,12,11,-60,SFProText-Regular
PK,12,14,-60,SFProText-Regular
PL,12,13,-60,SFProText-Regular
PM,12,16,-60,SFProText-Regular
PN,12,14,-60,SFProText-Regular
PO,12,15,-60,SFProText-Regular
PP,12,13,-60,SFProText-Regular
PQ,12,15,-60,SFProText-Regular
PR,12,14,-60,SFProText-Regular
PS,12,13,-60,SFProText-Regular
PT,12,13,-60,SFProText-Regular
PU,12,14,-60,SFProText-Regular
PV,12,14,-60,SFProText-Regular
PW,12,17,-60,SFProText-Regular
PX,12,13,-60,SFProText-Regular
PY,12,14,-60,SFProText-Regular
PZ,12,13,-60,SFProText-Regular
Pa,12,12,-60,SFProText-Regular
Pb,12,13,-60,SFProText-Regular
Pc,12,12,-60,SFProText-Regular
Pd,12,12,-60,SFProText-Regular
Pe,12,12,-60,SFProText-Regular
Pf,12,11,-60,SFProText-Regular
Pg,12,12,-60,SFProText-Regular
Ph,12,13,-60,SFProText-Regular
Pi,12,9,-60,SFProText-Regular
Pj,12,9,-60,SFProText-Regular
Pk,12,13,-60,SFProText-Regular
Pl,12,8,-60,SFProText-Regular
Pm,12,16,-60,SFProText-Regular
Pn,12,12,-60,SFProText-Regular
Po,12,13,-60,SFProText-Regular
Pp,12,13,-60,SFProText-Regular
Pq,12,12,-60,SFProText-Regular
Pr,12,11,-60,SFProText-Regular
Ps,12,12,-60,SFProText-Regular
Pt,12,10,-60,SFProText-Regular
Pu,12,12,-60,SFProText-Regular
Pv,12,13,-60,SFProText-Regular
Pw,12,15,-60,SFProText-Regular
Px,12,12,-60,SFProText-Regular
Py,12,13,-60,SFProText-Regular
Pz,12,12,-60,SFProText-Regular
QA,12,16,-60,SFProText-Regular
QB,12,16,-60,SFProText-Regular
QC,12,17,-60,SFProText-Regular
QD,12,17,-60,SFProText-Regular
QE,12,15,-60,SFProText-Regular
QF,12,15,-60,SFProText-Regular
QG,12,17,-60,SFProText-Regular
QH,12,17,-60,SFProText-Regular
QI,12,11,-60,SFProText-Regular
QJ,12,14,-60,SFProText-Regular
QK,12,16,-60,SFProText-Regular
QL,12,15,-60,SFProText-Regular
QM,12,18,-60,SFProText-Regular
QN,12,17,-60,SFProText-Regular
QO,12,17,-60,SFProText-Regular
QP,12,16,-60,SFProText-Regular
QQ,12,17,-60,SFProText-Regular
QR,12,16,-60,SFProText-Regular
QS,12,16,-60,SFProText-Regular
QT,12,16,-60,SFProText-Regular
QU,12,17,-60,SFProText-Regular
QV,12,16,-60,SFProText-Regular
QW,12,20,-60,SFProText-Regular
QX,12,16,-60,SFProText-Regular
QY,12,16,-60,SFProText-Regular
QZ,12,16,-60,SFProText-Regular
Qa,12,15,-60,SFProText-Regular
Qb,12,16,-60,SFProText-Regular
Qc,12,15,-60,SFProText-Regular
Qd,12,15,-60,SFProText-Regular
Qe,12,15,-60,SFProText-Regular
Qf,12,13,-60,SFProText-Regular
Qg,12,15,-60,SFProText-Regular
Qh,12,15,-60,SFProText-Regular
Qi,12,11,-60,SFProText-Regular
Qj,12,11,-60,SFProText-Regular
Qk,12,15,-60,SFProText-Regular
Ql,12,11,-60,SFProText-Regular
Qm,12,18,-60,SFProText-Regular
Qn,12,15,-60,SFProText-Regular
Qo,12,15,-60,SFProText-Regular
Qp,12,16,-60,SFProText-Regular
Qq,12,15,-60,SFProText-Regular
Qr,12,13,-60,SFProText-Regular
Qs,12,15,-60,SFProText-Regular
Qt,12,13,-60,SFProText-Regular
Qu,12,15,-60,SFProText-Regular
Qv,12,15,-60,SFProText-Regular
Qw,12,18,-60,SFProText-Regular
Qx,12,15,-60,SFProText-Regular
Qy,12,15,-60,SFProText-Regular
Qz,12,15,-60,SFProText-Regular
RA,12,14,-60,SFProText-Regular
RB,12,14,-60,SFProText-Regular
RC,12,14,-60,SFProText-Regular
RD,12,14,-60,SFProText-Regular
RE,12,13,-60,SFProText-Regular
RF,12,13,-60,SFProText-Regular
RG,12,15,-60,SFProText-Regular
RH,12,14,-60,SFProText-Regular
RI,12,9,-60,SFProText-Regular
RJ,12,12,-60,SFProText-Regular
RK,12,14,-60,SFProText-Regular
RL,12,13,-60,SFProText-Regular
RM,12,16,-60,SFProText-Regular
RN,12,14,-60,SFProText-Regular
RO,12,15,-60,SFProText-Regular
RP,12,13,-60,SFProText-Regular
RQ,12,15,-60,SFProText-Regular
RR,12,14,-60,SFProText-Regular
RS,12,13,-60,SFProText-Regular
RT,12,13,-60,SFProText-Regular
RU,12,14,-60,SFProText-Regular
RV,12,14,-60,SFProText-Regular
RW,12,17,-60,SFProText-Regular
RX,12,14,-60,SFProText-Regular
RY,12,14,-60,SFProText-Regular
RZ,12,13,-60,SFProText-Regular
Ra,12,12,-60,SFProText-Regular
Rb,12,13,-60,SFProText-Regular
Rc,12,13,-60,SFProText-Regular
Rd,12,13,-60,SFProText-Regular
Re,12,13,-60,SFProText-Regular
Rf,12,11,-60,SFProText-Regular
Rg,12,13,-60,SFProText-Regular
Rh,12,13,-60,SFProText-Regular
Ri,12,9,-60,SFProText-Regular
Rj,12,9,-60,SFProText-Regular
Rk,12,13,-60,SFProText-Regular
Rl,12,8,-60,SFProText-Regular
Rm,12,16,-60,SFProText-Regular
Rn,12,12,-60,SFProText-Regular
Ro,12,13,-60,SFProText-Regular
Rp,12,13,-60,SFProText-Regular
Rq,12,13,-60,SFProText-Regular
Rr,12,11,-60,SFProText-Regular
Rs,12,12,-60,SFProText-Regular
Rt,12,11,-60,SFProText-Regular
Ru,12,12,-60,SFProText-Regular
Rv,12,12,-60,SFProText-Regular
Rw,12,15,-60,SFProText-Regular
Rx,12,12,-60,SFProText-Regular
Ry,12,12,-60,SFProText-Regular
Rz,12,12,-60,SFProText-Regular
SA,12,15,-60,SFProText-Regular
SB,12,15,-60,SFProText-Regular
SC,12,15,-60,SFProText-Regular
SD,12,15,-60,SFProText-Regular
SE,12,14,-60,SFProText-Regular
SF,12,14,-60,SFProText-Regular
SG,12,16,-60,SFProText-Regular
SH,12,15,-60,SFProText-Regular
SI,12,10,-60,SFProText-Regular
SJ,12,13,-60,SFProText-Regular
SK,12,15,-60,SFProText-Regular
SL,12,14,-60,SFProText-Regular
SM,12,17,-60,SFProText-Regular
SN,12,15,-60,SFProText-Regular
SO,12,16,-60,SFProText-Regular
SP,12,14,-60,SFProText-Regular
SQ,12,16,-60,SFProText-Regular
SR,12,15,-60,SFProText-Regular
SS,12,14,-60,SFProText-Regular
ST,12,14,-60,SFProText-Regular
SU,12,15,-60,SFProText-Regular
SV,12,15,-60,SFProText-Regular
SW,12,18,-60,SFProText-Regular
SX,12,15,-60,SFProText-Regular
SY,12,15,-60,SFProText-Regular
SZ,12,14,-60,SFProText-Regular
Sa,12,13,-60,SFProText-Regular
Sb,12,14,-60,SFProText-Regular
Sc,12,14,-60,SFProText-Regular
Sd,12,14,-60,SFProText-Regular
Se,12,14,-60,SFProText-Regular
Sf,12,11,-60,SFProText-Regular
Sg,12,14,-60,SFProText-Regular
Sh,12,14,-60,SFProText-Regular
Si,12,10,-60,SFProText-Regular
Sj,12,10,-60,SFProText-Regular
Sk,12,14,-60,SFProText-Regular
Sl,12,9,-60,SFProText-Regular
Sm,12,17,-60,SFProText-Regular
Sn,12,13,-60,SFProText-Regular
So,12,14,-60,SFProText-Regular
Sp,12,14,-60,SFProText-Regular
Sq,12,14,-60,SFProText-Regular
Sr,12,12,-60,SFProText-Regular
Ss,12,13,-60,SFProText-Regular
St,12,11,-60,SFProText-Regular
Su,12,13,-60,SFProText-Regular
Sv,12,13,-60,SFProText-Regular
Sw,12,16,-60,SFProText-Regular
Sx,12,13,-60,SFProText-Regular
Sy,12,13,-60,SFProText-Regular
Sz,12,13,-60,SFProText-Regular
TA,12,14,-60,SFProText-Regular
TB,12,15,-60,SFProText-Regular
TC,12,15,-60,SFProText-Regular
TD,12,15,-60,SFProText-Regular
TE,12,14,-60,SFProText-Regular
TF,12,14,-60,SFProText-Regular
TG,12,15,-60,SFProText-Regular
TH,12,15,-60,SFProText-Regular
TI,12,10,-60,SFProText-Regular
TJ,12,12,-60,SFProText-Regular
TK,12,15,-60,SFProText-Regular
TL,12,14,-60,SFProText-Regular
TM,12,17,-60,SFProText-Regular
TN,12,15,-60,SFProText-Regular
TO,12,15,-60,SFProText-Regular
TP,12,14,-60,SFProText-Regular
TQ,12,15,-60,SFProText-Regular
TR,12,15,-60,SFProText-Regular
TS,12,14,-60,SFProText-Regular
TT,12,14,-60,SFProText-Regular
TU,12,15,-60,SFProText-Regular
TV,12,15,-60,SFProText-Regular
TW,12,18,-60,SFProText-Regular
TX,12,15,-60,SFProText-Regular
TY,12,15,-60,SFProText-Regular
TZ,12,14,-60,SFProText-Regular
Ta,12,12,-60,SFProText-Regular
Tb,12,14,-60,SFProText-Regular
Tc,12,12,-60,SFProText-Regular
Td,12,12,-60,SFProText-Regular
Te,12,12,-60,SFProText-Regular
Tf,12,11,-60,SFProText-Regular
Tg,12,12,-60,SFProText-Regular
Th,12,14,-60,SFProText-Regular
Ti,12,9,-60,SFProText-Regular
Tj,12,9,-60,SFProText-Regular
Tk,12,14,-60,SFProText-Regular
Tl,12,9,-60,SFProText-Regular
Tm,12,16,-60,SFProText-Regular
Tn,12,12,-60,SFProText-Regular
To,12,13,-60,SFProText-Regular
Tp,12,13,-60,SFProText-Regular
Tq,12,12,-60,SFProText-Regular
Tr,12,11,-60,SFProText-Regular
Ts,12,12,-60,SFProText-Regular
Tt,12,11,-60,SFProText-Regular
Tu,12,12,-60,SFProText-Regular
Tv,12,12,-60,SFProText-Regular
Tw,12,15,-60,SFProText-Regular
Tx,12,12,-60,SFProText-Regular
Ty,12,12,-60,SFProText-Regular
Tz,12,12,-60,SFProText-Regular
UA,12,15,-60,SFProText-Regular
UB,12,15,-60,SFProText-Regular
UC,12,16,-60,SFProText-Regular
UD,12,16,-60,SFProText-Regular
UE,12,14,-60,SFProText-Regular
UF,12,14,-60,SFProText-Regular
UG,12,16,-60,SFProText-Regular
UH,12,15,-60,SFProText-Regular
UI,12,10,-60,SFProText-Regular
UJ,12,13,-60,SFProText-Regular
UK,12,15,-60,SFProText-Regular
UL,12,14,-60,SFProText-Regular
UM,12,17,-60,SFProText-Regular
UN,12,15,-60,SFProText-Regular
UO,12,16,-60,SFProText-Regular
UP,12,15,-60,SFProText-Regular
UQ,12,16,-60,SFProText-Regular
UR,12,15,-60,SFProText-Regular
US,12,15,-60,SFProText-Regular
UT,12,15,-60,SFProText-Regular
UU,12,15,-60,SFProText-Regular
UV,12,15,-60,SFProText-Regular
UW,12,19,-60,SFProText-Regular
UX,12,15,-60,SFProText-Regular
UY,12,15,-60,SFProText-Regular
UZ,12,15,-60,SFProText-Regular
Ua,12,13,-60,SFProText-Regular
Ub,12,14,-60,SFProText-Regular
Uc,12,14,-60,SFProText-Regular
Ud,12,14,-60,SFProText-Regular
Ue,12,14,-60,SFProText-Regular
Uf,12,12,-60,SFProText-Regular
Ug,12,14,-60,SFProText-Regular
Uh,12,14,-60,SFProText-Regular
Ui,12,10,-60,SFProText-Regular
Uj,12,10,-60,SFProText-Regular
Uk,12,14,-60,SFProText-Regular
Ul,12,10,-60,SFProText-Regular
Um,12,17,-60,SFProText-Regular
Un,12,14,-60,SFProText-Regular
Uo,12,14,-60,SFProText-Regular
Up,12,14,-60,SFProText-Regular
Uq,12,14,-60,SFProText-Regular
Ur,12,12,-60,SFProText-Regular
Us,12,13,-60,SFProText-Regular
Ut,12,11,-60,SFProText-Regular
Uu,12,14,-60,SFProText-Regular
Uv,12,14,-60,SFProText-Regular
Uw,12,17,-60,SFProText-Regular
Ux,12,13,-60,SFProText-Regular
Uy,12,14,-60,SFProText-Regular
Uz,12,13,-60,SFProText-Regular
VA,12,15,-60,SFProText-Regular
VB,12,15,-60,SFProText-Regular
VC,12,15,-60,SFProText-Regular
VD,12,16,-60,SFProText-Regular
VE,12,14,-60,SFProText-Regular
VF,12,14,-60,SFProText-Regular
VG,12,16,-60,SFProText-Regular
VH,12,15,-60,SFProText-Regular
VI,12,10,-60,SFProText-Regular
VJ,12,13,-60,SFProText-Regular
VK,12,15,-60,SFProText-Regular
VL,12,14,-60,SFProText-Regular
VM,12,17,-60,SFProText-Regular
VN,12,15,-60,SFProText-Regular
VO,12,16,-60,SFProText-Regular
VP,12,15,-60,SFProText-Regular
VQ,12,16,-60,SFProText-Regular
VR,12,15,-60,SFProText-Regular
VS,12,15,-60,SFProText-Regular
VT,12,15,-60,SFProText-Regular
VU,12,15,-60,SFProText-Regular
VV,12,15,-60,SFProText-Regular
VW,12,19,-60,SFProText-Regular
VX,12,15,-60,SFProText-Regular
VY,12,15,-60,SFProText-Regular
VZ,12,15,-60,SFProText-Regular
Va,12,13,-60,SFProText-Regular
Vb,12,14,-60,SFProText-Regular
Vc,12,13,-60,SFProText-Regular
Vd,12,13,-60,SFProText-Regular
Ve,12,13,-60,SFProText-Regular
Vf,12,12,-60,SFProText-Regular
Vg,12,13,-60,SFProText-Regular
Vh,12,14,-60,SFProText-Regular
Vi,12,10,-60,SFProText-Regular
Vj,12,10,-60,SFProText-Regular
Vk,12,14,-60,SFProText-Regular
Vl,12,10,-60,SFProText-Regular
Vm,12,17,-60,SFProText-Regular
Vn,12,13,-60,SFProText-Regular
Vo,12,14,-60,SFProText-Regular
Vp,12,14,-60,SFProText-Regular
Vq,12,13,-60,SFProText-Regular
Vr,12,12,-60,SFProText-Regular
Vs,12,13,-60,SFProText-Regular
Vt,12,11,-60,SFProText-Regular
Vu,12,13,-60,SFProText-Regular
Vv,12,14,-60,SFProText-Regular
Vw,12,17,-60,SFProText-Regular
Vx,12,13,-60,SFProText-Regular
Vy,12,14,-60,SFProText-Regular
Vz,12,13,-60,SFProText-Regular
WA,12,18,-60,SFProText-Regular
WB,12,19,-60,SFProText-Regular
WC,12,19,-60,SFProText-Regular
WD,12,19,-60,SFProText-Regular
WE,12,18,-60,SFProText-Regular
WF,12,18,-60,SFProText-Regular
WG,12,19,-60,SFProText-Regular
WH,12,19,-60,SFProText-Regular
WI,12,14,-60,SFProText-Regular
WJ,12,16,-60,SFProText-Regular
WK,12,19,-60,SFProText-Regular
WL,12,18,-60,SFProText-Regular
WM,12,21,-60,SFProText-Regular
WN,12,19,-60,SFProText-Regular
WO,12,19,-60,SFProText-Regular
WP,12,18,-60,SFProText-Regular
WQ,12,19,-60,SFProText-Regular
WR,12,19,-60,SFProText-Regular
WS,12,18,-60,SFProText-Regular
WT,12,18,-60,SFProText-Regular
WU,12,19,-60,SFProText-Regular
WV,12,19,-60,SFProText-Regular
WW,12,22,-60,SFProText-Regular
WX,12,19,-60,SFProText-Regular
WY,12,19,-60,SFProText-Regular
WZ,12,18,-60,SFProText-Regular
Wa,12,16,-60,SFProText-Regular
Wb,12,18,-60,SFProText-Regular
Wc,12,17,-60,SFProText-Regular
Wd,12,17,-60,SFProText-Regular
We,12,17,-60,SFProText-Regular
Wf,12,15,-60,SFProText-Regular
Wg,12,17,-60,SFProText-Regular
Wh,12,18,-60,SFProText-Regular
Wi,12,14,-60,SFProText-Regular
Wj,12,14,-60,SFProText-Regular
Wk,12,18,-60,SFProText-Regular
Wl,12,13,-60,SFProText-Regular
Wm,12,20,-60,SFProText-Regular
Wn,12,17,-60,SFProText-Regular
Wo,12,17,-60,SFProText-Regular
Wp,12,18,-60,SFProText-Regular
Wq,12,17,-60,SFProText-Regular
Wr,12,15,-60,SFProText-Regular
Ws,12,17,-60,SFProText-Regular
Wt,12,15,-60,SFProText-Regular
Wu,12,17,-60,SFProText-Regular
Wv,12,17,-60,SFProText-Regular
Ww,12,20,-60,SFProText-Regular
Wx,12,17,-60,SFProText-Regular
Wy,12,17,-60,SFProText-Regular
Wz,12,17,-60,SFProText-Regular
XA,12,16,-60,SFProText-Regular
XB,12,15,-60,SFProText-Regular
XC,12,16,-60,SFProText-Regular
XD,12,16,-60,SFProText-Regular
XE,12,14,-60,SFProText-Regular
XF,12,14,-60,SFProText-Regular
XG,12,16,-60,SFProText-Regular
XH,12,16,-60,SFProText-Regular
XI,12,10,-60,SFProText-Regular
XJ,12,13,-60,SFProText-Regular
XK,12,15,-60,SFProText-Regular
XL,12,14,-60,SFProText-Regular
XM,12,17,-60,SFProText-Regular
XN,12,16,-60,SFProText-Regular
XO,12,16,-60,SFProText-Regular
XP,12,15,-60,SFProText-Regular
XQ,12,16,-60,SFProText-Regular
XR,12,15,-60,SFProText-Regular
XS,12,15,-60,SFProText-Regular
XT,12,15,-60,SFProText-Regular
XU,12,16,-60,SFProText-Regular
XV,12,16,-60,SFProText-Regular
XW,12,19,-60,SFProText-Regular
XX,12,15,-60,SFProText-Regular
XY,12,15,-60,SFProText-Regular
XZ,12,15,-60,SFProText-Regular
Xa,12,13,-60,SFProText-Regular
Xb,12,15,-60,SFProText-Regular
Xc,12,14,-60,SFProText-Regular
Xd,12,14,-60,SFProText-Regular
Xe,12,14,-60,SFProText-Regular
Xf,12,12,-60,SFProText-Regular
Xg,12,14,-60,SFProText-Regular
Xh,12,14,-60,SFProText-Regular
Xi,12,10,-60,SFProText-Regular
Xj,12,10,-60,SFProText-Regular
Xk,12,14,-60,SFProText-Regular
Xl,12,10,-60,SFProText-Regular
Xm,12,17,-60,SFProText-Regular
Xn,12,14,-60,SFProText-Regular
Xo,12,14,-60,SFProText-Regular
Xp,12,15,-60,SFProText-Regular
Xq,12,14,-60,SFProText-Regular
Xr,12,12,-60,SFProText-Regular
Xs,12,13,-60,SFProText-Regular
Xt,12,11,-60,SFProText-Regular
Xu,12,14,-60,SFProText-Regular
Xv,12,13,-60,SFProText-Regular
Xw,12,16,-60,SFProText-Regular
Xx,12,14,-60,SFProText-Regular
Xy,12,13,-60,SFProText-Regular
Xz,12,14,-60,SFProText-Regular
YA,12,14,-60,SFProText-Regular
YB,12,15,-60,SFProText-Regular
YC,12,15,-60,SFProText-Regular
YD,12,16,-60,SFProText-Regular
YE,12,14,-60,SFProText-Regular
YF,12,14,-60,SFProText-Regular
YG,12,15,-60,SFProText-Regular
YH,12,15,-60,SFProText-Regular
YI,12,10,-60,SFProText-Regular
YJ,12,12,-60,SFProText-Regular
YK,12,15,-60,SFProText-Regular
YL,12,14,-60,SFProText-Regular
YM,12,17,-60,SFProText-Regular
YN,12,15,-60,SFProText-Regular
YO,12,16,-60,SFProText-Regular
YP,12,15,-60,SFProText-Regular
YQ,12,16,-60,SFProText-Regular
YR,12,15,-60,SFProText-Regular
YS,12,14,-60,SFProText-Regular
YT,12,15,-60,SFProText-Regular
YU,12,15,-60,SFProText-Regular
YV,12,15,-60,SFProText-Regular
YW,12,19,-60,SFProText-Regular
YX,12,15,-60,SFProText-Regular
YY,12,15,-60,SFProText-Regular
YZ,12,15,-60,SFProText-Regular
Ya,12,12,-60,SFProText-Regular
Yb,12,14,-60,SFProText-Regular
Yc,12,13,-60,SFProText-Regular
Yd,12,13,-60,SFProText-Regular
Ye,12,13,-60,SFProText-Regular
Yf,12,11,-60,SFProText-Regular
Yg,12,13,-60,SFProText-Regular
Yh,12,14,-60,SFProText-Regular
Yi,12,10,-60,SFProText-Regular
Yj,12,10,-60,SFProText-Regular
Yk,12,14,-60,SFProText-Regular
Yl,12,10,-60,SFProText-Regular
Ym,12,16,-60,SFProText-Regular
Yn,12,13,-60,SFProText-Regular
Yo,12,13,-60,SFProText-Regular
Yp,12,14,-60,SFProText-Regular
Yq,12,13,-60,SFProText-Regular
Yr,12,11,-60,SFProText-Regular
Ys,12,12,-60,SFProText-Regular
Yt,12,11,-60,SFProText-Regular
Yu,12,13,-60,SFProText-Regular
Yv,12,13,-60,SFProText-Regular
Yw,12,16,-60,SFProText-Regular
Yx,12,13,-60,SFProText-Regular
Yy,12,13,-60,SFProText-Regular
Yz,12,13,-60,SFProText-Regular
ZA,12,15,-60,SFProText-Regular
ZB,12,15,-60,SFProText-Regular
ZC,12,15,-60,SFProText-Regular
ZD,12,16,-60,SFProText-Regular
ZE,12,14,-60,SFProText-Regular
ZF,12,14,-60,SFProText-Regular
ZG,12,15,-60,SFProText-Regular
ZH,12,15,-60,SFProText-Regular
ZI,12,10,-60,SFProText-Regular
ZJ,12,13,-60,SFProText-Regular
ZK,12,15,-60,SFProText-Regular
ZL,12,14,-60,SFProText-Regular
ZM,12,17,-60,SFProText-Regular
ZN,12,15,-60,SFProText-Regular
ZO,12,16,-60,SFProText-Regular
ZP,12,15,-60,SFProText-Regular
ZQ,12,16,-60,SFProText-Regular
ZR,12,15,-60,SFProText-Regular
ZS,12,15,-60,SFProText-Regular
ZT,12,15,-60,SFProText-Regular
ZU,12,15,-60,SFProText-Regular
ZV,12,15,-60,SFProText-Regular
ZW,12,19,-60,SFProText-Regular
ZX,12,15,-60,SFProText-Regular
ZY,12,15,-60,SFProText-Regular
ZZ,12,15,-60,SFProText-Regular
Za,12,13,-60,SFProText-Regular
Zb,12,14,-60,SFProText-Regular
Zc,12,14,-60,SFProText-Regular
Zd,12,14,-60,SFProText-Regular
Ze,12,14,-60,SFProText-Regular
Zf,12,12,-60,SFProText-Regular
Zg,12,14,-60,SFProText-Regular
Zh,12,14,-60,SFProText-Regular
Zi,12,10,-60,SFProText-Regular
Zj,12,10,-60,SFProText-Regular
Zk,12,14,-60,SFProText-Regular
Zl,12,10,-60,SFProText-Regular
Zm,12,17,-60,SFProText-Regular
Zn,12,14,-60,SFProText-Regular
Zo,12,14,-60,SFProText-Regular
Zp,12,14,-60,SFProText-Regular
Zq,12,14,-60,SFProText-Regular
Zr,12,12,-60,SFProText-Regular
Zs,12,13,-60,SFProText-Regular
Zt,12,11,-60,SFProText-Regular
Zu,12,14,-60,SFProText-Regular
Zv,12,14,-60,SFProText-Regular
Zw,12,17,-60,SFProText-Regular
Zx,12,13,-60,SFProText-Regular
Zy,12,14,-60,SFProText-Regular
Zz,12,13,-60,SFProText-Regular
aA,12,14,-60,SFProText-Regular
aB,12,14,-60,SFProText-Regular
aC,12,14,-60,SFProText-Regular
aD,12,14,-60,SFProText-Regular
aE,12,13,-60,SFProText-Regular
aF,12,13,-60,SFProText-Regular
aG,12,15,-60,SFProText-Regular
aH,12,14,-60,SFProText-Regular
aI,12,9,-60,SFProText-Regular
aJ,12,12,-60,SFProText-Regular
aK,12,14,-60,SFProText-Regular
aL,12,13,-60,SFProText-Regular
aM,12,16,-60,SFProText-Regular
aN,12,14,-60,SFProText-Regular
aO,12,15,-60,SFProText-Regular
aP,12,13,-60,SFProText-Regular
aQ,12,15,-60,SFProText-Regular
aR,12,14,-60,SFProText-Regular
aS,12,13,-60,SFProText-Regular
aT,12,12,-60,SFProText-Regular
aU,12,14,-60,SFProText-Regular
aV,12,13,-60,SFProText-Regular
aW,12,17,-60,SFProText-Regular
aX,12,14,-60,SFProText-Regular
aY,12,13,-60,SFProText-Regular
aZ,12,13,-60,SFProText-Regular
aa,12,12,-60,SFProText-Regular
ab,12,13,-60,SFProText-Regular
ac,12,13,-60,SFProText-Regular
ad,12,13,-60,SFProText-Regular
ae,12,13,-60,SFProText-Regular
af,12,10,-60,SFProText-Regular
ag,12,13,-60,SFProText-Regular
ah,12,13,-60,SFProText-Regular
ai,12,9,-60,SFProText-Regular
aj,12,9,-60,SFProText-Regular
ak,12,13,-60,SFProText-Regular
al,12,8,-60,SFProText-Regular
am,12,16,-60,SFProText-Regular
an,12,12,-60,SFProText-Regular
ao,12,13,-60,SFProText-Regular
ap,12,13,-60,SFProText-Regular
aq,12,13,-60,SFProText-Regular
ar,12,11,-60,SFProText-Regular
as,12,12,-60,SFProText-Regular
at,12,10,-60,SFProText-Regular
au,12,12,-60,SFProText-Regular
av,12,12,-60,SFProText-Regular
aw,12,15,-60,SFProText-Regular
ax,12,12,-60,SFProText-Regular
ay,12,12,-60,SFProText-Regular
az,12,12,-60,SFProText-Regular
bA,12,13,-60,SFProText-Regular
bB,12,13,-60,SFProText-Regular
bC,12,14,-60,SFProText-Regular
bD,12,14,-60,SFProText-Regular
bE,12,12,-60,SFProText-Regular
bF,12,12,-60,SFProText-Regular
bG,12,14,-60,SFProText-Regular
bH,12,14,-60,SFProText-Regular
bI,12,8,-60,SFProText-Regular
bJ,12,12,-60,SFProText-Regular
bK,12,14,-60,SFProText-Regular
bL,12,12,-60,SFProText-Regular
bM,12,16,-60,SFProText-Regular
bN,12,14,-60,SFProText-Regular
bO,12,15,-60,SFProText-Regular
bP,12,13,-60,SFProText-Regular
bQ,12,15,-60,SFProText-Regular
bR,12,13,-60,SFProText-Regular
bS,12,13,-60,SFProText-Regular
bT,12,12,-60,SFProText-Regular
bU,12,14,-60,SFProText-Regular
bV,12,13,-60,SFProText-Regular
bW,12,16,-60,SFProText-Regular
bX,12,13,-60,SFProText-Regular
bY,12,13,-60,SFProText-Regular
bZ,12,13,-60,SFProText-Regular
ba,12,12,-60,SFProText-Regular
bb,12,13,-60,SFProText-Regular
bc,12,12,-60,SFProText-Regular
bd,12,12,-60,SFProText-Regular
be,12,12,-60,SFProText-Regular
