,First,Second,Fontsize,Tracking,Distance,
,q,z,26,16,14.0,
,z,f,26,-32,14.0,
,v,z,26,-32,14.0,
,z,s,36,-32,14.0,
,z,w,22,0,14.0,
,l,z,38,16,14.0,
,r,z,38,16,14.0,
,z,t,38,16,14.0,
,z,j,50,-12,14.0,
,z,f,40,-12,14.0,
,f,z,40,-12,14.0,
,r,z,40,-12,14.0,
,z,j,42,36,14.0,
,a,z,32,-8,14.0,
,z,k,32,-8,14.0,
,z,s,32,-8,14.0,
,j,z,36,12,14.0,
,z,t,36,12,14.0,
,t,z,36,12,14.0,
,z,k,28,12,14.0,
,z,n,28,12,14.0,
,o,z,28,12,14.0,
,z,v,28,12,14.0,
,z,h,28,8,14.0,
,h,z,28,8,14.0,
,o,z,28,8,14.0,
,z,u,28,8,14.0,
,u,z,28,8,14.0,
,z,v,28,8,14.0,
,o,d,24,-40,14.0,
,c,z,34,-40,14.0,
,z,e,34,-40,14.0,
,e,z,34,-40,14.0,
,v,z,34,-40,14.0,
,l,z,42,20,14.0,
,i,z,38,28,14.0,
,l,z,38,28,14.0,
,z,r,36,-24,14.0,
,z,b,26,28,14.0,
,g,z,26,28,14.0,
,n,z,26,28,14.0,
,z,p,26,28,14.0,
,q,z,26,28,14.0,
,z,u,26,28,14.0,
,w,z,24,4,14.0,
,f,z,44,-24,14.0,
,r,z,44,-24,14.0,
,z,i,48,-16,14.0,
,f,z,40,24,14.0,
,z,l,40,24,14.0,
,z,f,34,28,14.0,
,z,s,34,28,14.0,
,z,m,22,-28,14.0,
,a,z,32,-28,14.0,
,b,z,32,-28,14.0,
,z,d,32,-28,14.0,
,z,e,32,-28,14.0,
,z,k,32,-28,14.0,
,n,z,32,-28,14.0,
,o,z,32,-28,14.0,
,u,z,32,-28,14.0,
,z,l,40,20,14.0,
,l,z,40,20,14.0,
,z,f,40,-28,14.0,
,r,z,36,28,14.0,
,a,z,28,28,14.0,
,z,d,28,28,14.0,
,h,z,28,28,14.0,
,z,o,28,28,14.0,
,p,z,28,28,14.0,
,z,q,28,28,14.0,
,z,u,28,28,14.0,
,z,y,28,28,14.0,
,b,z,28,16,14.0,
,z,h,28,16,14.0,
,h,z,28,16,14.0,
,z,n,28,16,14.0,
,p,z,28,16,14.0,
,z,u,28,16,14.0,
,u,z,28,16,14.0,
,z,v,28,16,14.0,
,z,y,28,16,14.0,
,j,z,36,16,14.0,
,z,t,36,16,14.0,
,z,j,42,32,14.0,
,r,z,40,-16,14.0,
,i,z,38,12,14.0,
,z,w,22,4,14.0,
,z,c,36,-36,14.0,
,z,s,36,-36,14.0,
,z,f,26,-36,14.0,
,z,r,44,-36,14.0,
,z,t,44,-36,14.0,
,z,b,26,0,14.0,
,j,z,34,12,14.0,
,z,r,34,12,14.0,
,z,s,34,12,14.0,
,z,m,22,-16,14.0,
,a,z,30,-8,14.0,
,b,z,30,-8,14.0,
,z,d,30,-8,14.0,
,z,g,30,-8,14.0,
,h,z,30,-8,14.0,
,z,k,30,-8,14.0,
,n,z,30,-8,14.0,
,p,z,30,-8,14.0,
,z,q,30,-8,14.0,
,a,z,32,-16,14.0,
,z,x,32,-16,14.0,
,a,z,28,32,14.0,
,b,z,28,32,14.0,
,z,e,28,32,14.0,
,z,k,28,32,14.0,
,z,o,28,32,14.0,
,z,y,28,32,14.0,
,y,z,28,32,14.0,
,z,i,42,16,14.0,
,z,f,40,-32,14.0,
,z,r,40,-32,14.0,
,r,z,40,-32,14.0,
,z,s,40,-32,14.0,
,z,j,48,-8,14.0,
,z,i,38,36,14.0,
,i,z,38,36,14.0,
,z,l,38,36,14.0,
,l,z,38,36,14.0,
,z,m,22,8,14.0,
,m,z,22,8,14.0,
,z,w,22,8,14.0,
,s,z,36,-12,14.0,
,y,l,22,-4,14.0,
,z,b,26,36,14.0,
,b,z,26,36,14.0,
,z,h,26,36,14.0,
,z,n,26,36,14.0,
,z,p,26,36,14.0,
,q,z,26,36,14.0,
,z,u,26,36,14.0,
,z,i,48,-20,14.0,
,f,z,40,12,14.0,
,z,l,40,12,14.0,
,l,z,40,12,14.0,
,a,z,32,-32,14.0,
,b,z,32,-32,14.0,
,z,k,32,-32,14.0,
,z,o,32,-32,14.0,
,p,z,32,-32,14.0,
,a,z,30,-4,14.0,
,z,d,30,-4,14.0,
,z,g,30,-4,14.0,
,z,o,30,-4,14.0,
,o,z,30,-4,14.0,
,z,q,30,-4,14.0,
,z,y,30,-4,14.0,
,f,z,34,36,14.0,
,z,r,34,20,14.0,
,a,z,32,-24,14.0,
,b,z,32,-24,14.0,
,z,k,32,-24,14.0,
,z,x,32,-24,14.0,
,z,m,22,-24,14.0,
,z,i,48,-36,14.0,
,z,b,26,20,14.0,
,d,z,26,20,14.0,
,z,p,26,20,14.0,
,q,z,26,20,14.0,
,i,z,38,20,14.0,
,r,z,38,20,14.0,
,z,r,40,-24,14.0,
,z,j,42,28,14.0,
,f,z,36,24,14.0,
,j,z,36,24,14.0,
,r,z,36,24,14.0,
,z,t,36,24,14.0,
,z,b,30,-40,14.0,
,d,z,30,-40,14.0,
,g,z,30,-40,14.0,
,m,z,30,-40,14.0,
,o,z,30,-40,14.0,
,z,q,30,-40,14.0,
,a,z,28,24,14.0,
,b,z,28,24,14.0,
,z,g,28,24,14.0,
,z,k,28,24,14.0,
,z,o,28,24,14.0,
,p,z,28,24,14.0,
,z,v,28,24,14.0,
,z,y,28,24,14.0,
,z,f,32,40,14.0,
,k,z,32,40,14.0,
,s,z,32,40,14.0,
,w,z,24,24,14.0,
,z,h,28,0,14.0,
,z,n,28,0,14.0,
,o,z,28,0,14.0,
,q,z,28,0,14.0,
,z,v,28,0,14.0,
,h,z,28,4,14.0,
,a,z,28,20,14.0,
,z,d,28,20,14.0,
,z,g,28,20,14.0,
,h,z,28,20,14.0,
,z,k,28,20,14.0,
,z,n,28,20,14.0,
,z,o,28,20,14.0,
,o,z,28,20,14.0,
,p,z,28,20,14.0,
,z,u,28,20,14.0,
,z,t,36,20,14.0,
,t,z,36,20,14.0,
,z,j,50,4,14.0,
,z,f,40,-20,14.0,
,z,j,50,-20,14.0,
,i,z,38,24,14.0,
,l,z,38,24,14.0,
,z,b,26,24,14.0,
,z,h,26,24,14.0,
,z,n,26,24,14.0,
,z,p,26,24,14.0,
,z,c,36,-28,14.0,
,s,z,36,-28,14.0,
,w,z,24,8,14.0,
,h,z,44,-28,14.0,
,z,r,44,-28,14.0,
,k,z,30,40,14.0,
,z,r,30,40,14.0,
,v,z,30,40,14.0,
,z,l,48,-32,14.0,
,z,l,48,-32,14.0,
,l,z,40,28,14.0,
,z,r,34,24,14.0,
,a,z,32,-20,14.0,
,b,z,32,-20,14.0,
,z,x,32,-20,14.0,
,b,z,32,-36,14.0,
,z,g,32,-36,14.0,
,z,h,32,-36,14.0,
,z,o,32,-36,14.0,
,z,f,34,32,14.0,
,z,r,34,32,14.0,
,r,z,34,32,14.0,
,z,s,34,32,14.0,
,q,z,26,8,14.0,
,f,z,40,16,14.0,
,z,l,40,16,14.0,
,l,z,40,16,14.0,
,z,i,48,-24,14.0,
,z,l,48,-24,14.0,
,z,r,36,-16,14.0,
,s,z,36,-16,14.0,
,z,b,26,32,14.0,
,d,z,26,32,14.0,
,z,h,26,32,14.0,
,z,p,26,32,14.0,
,z,u,26,32,14.0,
,z,i,38,32,14.0,
,i,z,38,32,14.0,
,z,l,38,32,14.0,
,l,z,38,32,14.0,
,z,f,40,-36,14.0,
,i,z,42,12,14.0,
,z,l,42,12,14.0,
,a,z,32,-4,14.0,
,a,z,28,36,14.0,
,e,z,28,36,14.0,
,z,g,28,36,14.0,
,z,q,28,36,14.0,
,z,y,28,36,14.0,
,y,z,28,36,14.0,
,z,c,38,-40,14.0,
,z,f,34,40,14.0,
,z,r,34,40,14.0,
,r,z,34,40,14.0,
,a,z,30,0,14.0,
,z,d,30,0,14.0,
,z,k,30,0,14.0,
,z,o,30,0,14.0,
,p,z,30,0,14.0,
,z,q,30,0,14.0,
,g,z,26,40,14.0,
,h,z,26,40,14.0,
,z,p,26,40,14.0,
,z,u,26,40,14.0,
,z,y,26,40,14.0,
,z,j,48,0,14.0,
,z,m,22,24,14.0,
,z,w,22,24,14.0,
,z,c,34,4,14.0,
,z,r,34,4,14.0,
,z,s,34,4,14.0,
,t,z,34,4,14.0,
,z,h,30,-20,14.0,
,z,n,30,-20,14.0,
,z,p,30,-20,14.0,
,r,z,38,8,14.0,
,k,z,32,20,14.0,
,y,z,32,20,14.0,
,z,r,38,-32,14.0,
,g,z,28,-32,14.0,
,f,z,40,8,14.0,
,l,z,40,8,14.0,
,r,z,42,-20,14.0,
,z,c,34,-28,14.0,
,c,z,34,-28,14.0,
,z,e,34,-28,14.0,
,k,z,34,-28,14.0,
,v,z,24,-28,14.0,
,z,i,42,8,14.0,
,i,z,42,8,14.0,
,l,z,42,8,14.0,
,k,z,34,-16,14.0,
,s,z,34,-16,14.0,
,z,j,50,-8,14.0,
,z,m,24,-16,14.0,
,r,z,42,-36,14.0,
,z,b,28,-24,14.0,
,d,z,28,-24,14.0,
,z,q,28,-24,14.0,
,j,z,38,-24,14.0,
,z,r,38,-24,14.0,
,q,z,36,-4,14.0,
,z,t,36,-4,14.0,
,k,z,32,36,14.0,
,s,z,32,36,14.0,
,i,z,42,-8,14.0,
,z,l,42,-8,14.0,
,g,z,30,-36,14.0,
,z,h,30,-36,14.0,
,q,z,30,-36,14.0,
,d,z,28,-4,14.0,
,g,z,28,-4,14.0,
,h,z,28,-4,14.0,
,z,n,28,-4,14.0,
,z,u,28,-4,14.0,
,z,w,22,32,14.0,
,z,j,48,16,14.0,
,j,z,36,4,14.0,
,s,z,36,4,14.0,
,z,t,36,4,14.0,
,t,z,36,4,14.0,
,z,s,30,32,14.0,
,z,s,32,0,14.0,
,y,z,32,0,14.0,
,z,i,48,-40,14.0,
,i,z,48,-40,14.0,
,y,z,32,4,14.0,
,z,c,34,-4,14.0,
,z,r,34,-4,14.0,
,z,c,30,36,14.0,
,c,z,30,36,14.0,
,r,z,40,-8,14.0,
,t,z,38,-4,14.0,
,z,j,48,12,14.0,
,z,j,36,0,14.0,
,q,z,36,0,14.0,
,z,s,36,0,14.0,
,z,t,36,0,14.0,
,z,j,46,16,14.0,
,q,z,30,-32,14.0,
,a,k,20,-32,14.0,
,z,f,32,32,14.0,
,k,z,32,32,14.0,
,j,z,38,-20,14.0,
,z,r,38,-20,14.0,
,t,z,38,-20,14.0,
,z,b,28,-20,14.0,
,d,z,28,-20,14.0,
,t,g,28,-20,14.0,
,o,z,28,-20,14.0,
,r,z,42,-32,14.0,
,t,z,42,-32,14.0,
,z,w,24,-12,14.0,
,w,z,24,-12,14.0,
,z,c,34,-12,14.0,
,k,z,34,-12,14.0,
,z,s,34,-12,14.0,
,s,z,34,-12,14.0,
,z,j,52,-24,14.0,
,d,z,28,-36,14.0,
,j,z,38,-36,14.0,
,t,z,38,-36,14.0,
,c,z,28,40,14.0,
,z,d,28,40,14.0,
,z,e,28,40,14.0,
,e,z,28,40,14.0,
,z,g,28,40,14.0,
,y,z,28,40,14.0,
,z,f,32,24,14.0,
,k,z,32,24,14.0,
,z,s,32,24,14.0,
,s,z,32,24,14.0,
,z,j,46,28,14.0,
,g,z,30,-24,14.0,
,z,h,30,-24,14.0,
,n,z,30,-24,14.0,
,z,o,30,-24,14.0,
,t,z,30,-24,14.0,
,z,i,50,-40,14.0,
,z,f,40,-40,14.0,
,z,r,40,-40,14.0,
,z,m,22,20,14.0,
,m,z,22,20,14.0,
,z,w,22,20,14.0,
,z,j,48,4,14.0,
,a,z,30,4,14.0,
,z,g,30,4,14.0,
,h,z,30,4,14.0,
,p,z,30,4,14.0,
,z,q,30,4,14.0,
,z,c,30,20,14.0,
,c,z,30,20,14.0,
,z,d,30,20,14.0,
,e,z,32,-40,14.0,
,h,z,32,-40,14.0,
,n,z,32,-40,14.0,
,w,z,24,-20,13.5,
,i,z,40,0,13.5,
,z,h,28,-12,13.5,
,h,z,28,-12,13.5,
,z,n,28,-12,13.5,
,n,z,28,-12,13.5,
,o,z,28,-12,13.5,
,z,u,28,-12,13.5,
,z,f,38,-12,13.5,
,t,z,32,28,13.5,
,z,d,30,-28,13.5,
,z,e,30,-28,13.5,
,h,z,30,-28,13.5,
,n,z,30,-28,13.5,
,z,o,30,-28,13.5,
,o,z,30,-28,13.5,
,z,u,30,-28,13.5,
,u,z,30,-28,13.5,
,z,v,30,-28,13.5,
,v,z,30,-28,13.5,
,z,i,46,-20,13.5,
,z,l,46,-20,13.5,
,z,c,30,8,13.5,
,c,z,30,8,13.5,
,e,z,30,8,13.5,
,v,z,30,8,13.5,
,z,x,30,8,13.5,
,x,z,30,8,13.5,
,c,z,32,8,13.5,
,k,z,32,8,13.5,
,z,r,32,8,13.5,
,e,z,30,12,13.5,
,z,s,30,12,13.5,
,v,z,30,12,13.5,
,x,z,30,12,13.5,
,y,z,30,12,13.5,
,j,z,34,-8,13.5,
,f,z,40,-4,13.5,
,i,z,40,-4,13.5,
,z,j,44,36,13.5,
,z,w,22,12,13.5,
,z,p,26,-8,13.5,
,z,l,46,-36,13.5,
,l,z,46,-36,13.5,
,b,z,30,-16,13.5,
,z,e,30,-16,13.5,
,e,z,30,-16,13.5,
,h,z,30,-16,13.5,
,z,o,30,-16,13.5,
,z,u,30,-16,13.5,
,k,z,32,16,13.5,
,z,r,32,16,13.5,
,z,t,32,16,13.5,
,f,z,42,0,13.5,
,z,w,24,-36,13.5,
,z,j,50,-4,13.5,
,z,j,52,-12,13.5,
,z,f,38,-28,13.5,
,j,z,38,-28,13.5,
,z,b,28,-28,13.5,
,d,z,28,-28,13.5,
,g,z,28,-28,13.5,
,t,z,28,-28,13.5,
,z,f,36,-8,13.5,
,z,r,36,-8,13.5,
,z,r,32,12,13.5,
,v,z,32,12,13.5,
,z,e,30,-12,13.5,
,e,z,30,-12,13.5,
,z,k,30,-12,13.5,
,p,z,30,-12,13.5,
,z,x,30,-12,13.5,
,f,z,42,-4,13.5,
,n,z,28,-8,13.5,
,o,z,28,-8,13.5,
,z,u,28,-8,13.5,
,u,z,28,-8,13.5,
,z,v,28,-8,13.5,
,z,y,28,-8,13.5,
,z,l,46,-32,13.5,
,z,l,46,-32,13.5,
,z,f,36,8,13.5,
,z,j,44,32,13.5,
,z,c,30,16,13.5,
,c,z,30,16,13.5,
,e,z,30,16,13.5,
,v,z,30,16,13.5,
,z,x,30,16,13.5,
,y,z,30,16,13.5,
,z,i,40,40,13.5,
,e,z,30,28,13.5,
,z,s,30,28,13.5,
,s,z,30,28,13.5,
,x,z,30,28,13.5,
,z,j,54,-40,13.5,
,z,t,44,-40,13.5,
,t,z,34,8,13.5,
,z,l,44,0,13.5,
,z,l,46,-24,13.5,
,z,l,46,-24,13.5,
,f,z,38,4,13.5,
,d,z,28,-16,13.5,
,t,g,28,-16,13.5,
,z,h,28,-16,13.5,
,m,z,28,-16,13.5,
,z,n,28,-16,13.5,
,z,o,28,-16,13.5,
,z,u,28,-16,13.5,
,z,c,32,-12,13.5,
,c,z,32,-12,13.5,
,k,z,32,-12,13.5,
,v,z,32,-12,13.5,
,x,z,32,-12,13.5,
,z,i,40,32,13.5,
,z,b,26,4,13.5,
,q,z,26,4,13.5,
,z,u,26,4,13.5,
,z,l,44,-32,13.5,
,z,b,26,16,13.5,
,z,h,26,16,13.5,
,n,z,26,16,13.5,
,z,m,22,0,13.5,
,m,z,22,0,13.5,
,f,z,38,16,13.5,
,i,z,40,-12,13.5,
,z,t,40,-12,13.5,
,z,c,32,-8,13.5,
,c,z,32,-8,13.5,
,k,z,32,-8,13.5,
,z,r,32,-8,13.5,
,v,z,32,-8,13.5,
,x,z,32,-8,13.5,
,a,z,28,12,13.5,
,b,z,28,12,13.5,
,z,e,28,12,13.5,
,z,g,28,12,13.5,
,z,h,28,12,13.5,
,z,o,28,12,13.5,
,p,z,28,12,13.5,
,z,u,28,12,13.5,
,z,y,28,12,13.5,
,w,i,20,-8,13.5,
,w,z,24,12,13.5,
,a,z,28,8,13.5,
,b,z,28,8,13.5,
,z,d,28,8,13.5,
,z,g,28,8,13.5,
,z,k,28,8,13.5,
,z,n,28,8,13.5,
,z,o,28,8,13.5,
,p,z,28,8,13.5,
,z,q,28,8,13.5,
,z,y,28,8,13.5,
,z,t,24,-40,13.5,
,t,s,24,-40,13.5,
,h,z,46,-40,13.5,
,z,l,46,-40,13.5,
,z,l,46,-40,13.5,
,u,z,20,0,13.5,
,f,z,38,28,13.5,
,z,f,36,-24,13.5,
,z,h,26,28,13.5,
,h,z,26,28,13.5,
,z,k,26,28,13.5,
,o,z,26,28,13.5,
,z,y,26,28,13.5,
,z,j,54,-24,13.5,
,z,l,44,-24,13.5,
,z,j,44,40,13.5,
,z,i,40,24,13.5,
,c,z,32,-28,13.5,
,e,z,32,-28,13.5,
,z,i,40,20,13.5,
,f,z,44,-20,13.5,
,z,l,44,-20,13.5,
,z,b,26,-20,13.5,
,z,p,26,-20,13.5,
,z,r,36,-20,13.5,
,t,z,36,-20,13.5,
,z,t,40,-28,13.5,
,z,i,36,28,13.5,
,z,l,36,28,13.5,
,z,e,28,28,13.5,
,e,z,28,28,13.5,
,z,g,28,28,13.5,
,x,z,28,28,13.5,
,y,z,28,28,13.5,
,d,z,24,28,13.5,
,q,z,24,28,13.5,
,z,b,24,16,13.5,
,a,z,28,16,13.5,
,z,d,28,16,13.5,
,e,z,28,16,13.5,
,z,g,28,16,13.5,
,z,k,28,16,13.5,
,z,o,28,16,13.5,
,z,q,28,16,13.5,
,f,z,40,-16,13.5,
,z,t,40,-16,13.5,
,f,z,38,12,13.5,
,z,m,22,4,13.5,
,z,b,26,12,13.5,
,d,z,26,12,13.5,
,g,z,26,12,13.5,
,h,z,26,12,13.5,
,z,n,26,12,13.5,
,q,z,26,12,13.5,
,z,u,26,12,13.5,
,z,f,36,-36,13.5,
,z,m,22,-8,13.5,
,m,z,22,-8,13.5,
,z,j,54,-36,13.5,
,k,z,44,-36,13.5,
,g,z,26,0,13.5,
,z,n,26,0,13.5,
,z,p,26,0,13.5,
,t,z,34,12,13.5,
,z,e,30,-8,13.5,
,e,z,30,-8,13.5,
,z,x,30,-8,13.5,
,x,z,30,-8,13.5,
,z,c,32,-16,13.5,
,c,z,32,-16,13.5,
,k,z,32,-16,13.5,
,v,z,32,-16,13.5,
,x,z,32,-16,13.5,
,d,z,24,32,13.5,
,q,z,24,32,13.5,
,z,c,28,32,13.5,
,e,z,28,32,13.5,
,z,q,28,32,13.5,
,v,z,28,32,13.5,
,z,x,28,32,13.5,
,f,z,36,32,13.5,
,z,i,36,32,13.5,
,z,l,36,32,13.5,
,l,z,36,32,13.5,
,z,t,40,-32,13.5,
,f,z,38,36,13.5,
,z,f,36,-12,13.5,
,z,r,36,-12,13.5,
,t,z,36,-12,13.5,
,z,p,26,-12,13.5,
,z,m,22,-4,13.5,
,m,z,22,-4,13.5,
,h,z,26,36,13.5,
,z,k,26,36,13.5,
,n,z,26,36,13.5,
,z,o,26,36,13.5,
,o,z,26,36,13.5,
,p,z,26,36,13.5,
,z,q,26,36,13.5,
,u,z,26,36,13.5,
,z,v,26,36,13.5,
,z,y,26,36,13.5,
,f,z,44,-12,13.5,
,z,i,40,12,13.5,
,i,z,40,12,13.5,
,z,m,22,-32,13.5,
,m,z,22,-32,13.5,
,z,c,32,-32,13.5,
,z,d,32,-32,13.5,
,e,z,32,-32,13.5,
,z,u,32,-32,13.5,
,b,z,30,-4,13.5,
,e,z,30,-4,13.5,
,z,x,30,-4,13.5,
,y,z,30,-4,13.5,
,l,z,34,36,13.5,
,z,t,34,36,13.5,
,z,c,32,-24,13.5,
,e,z,32,-24,13.5,
,v,z,32,-24,13.5,
,x,z,32,-24,13.5,
,f,z,48,-36,13.5,
,h,z,26,20,13.5,
,z,k,26,20,13.5,
,z,n,26,20,13.5,
,o,z,26,20,13.5,
,u,z,26,20,13.5,
,f,z,38,20,13.5,
,z,i,40,-24,13.5,
,s,z,40,-24,13.5,
,z,l,36,24,13.5,
,z,h,30,-40,13.5,
,n,z,30,-40,13.5,
,z,o,30,-40,13.5,
,z,d,28,24,13.5,
,z,e,28,24,13.5,
,e,z,28,24,13.5,
,z,q,28,24,13.5,
,y,z,28,24,13.5,
,z,t,32,40,13.5,
,t,z,32,40,13.5,
,g,z,24,24,13.5,
,q,z,24,24,13.5,
,z,w,20,40,13.5,
,b,z,28,0,13.5,
,h,z,28,0,13.5,
,z,k,28,0,13.5,
,n,z,28,0,13.5,
,z,q,28,0,13.5,
,z,u,28,0,13.5,
,u,z,28,0,13.5,
,a,z,28,4,13.5,
,b,z,28,4,13.5,
,z,h,28,4,13.5,
,z,k,28,4,13.5,
,z,n,28,4,13.5,
,z,o,28,4,13.5,
,o,z,28,4,13.5,
,p,z,28,4,13.5,
,u,z,28,4,13.5,
,z,v,28,4,13.5,
,z,b,24,20,13.5,
,d,z,24,20,13.5,
,g,z,24,20,13.5,
,z,p,24,20,13.5,
,q,z,24,20,13.5,
,b,z,28,20,13.5,
,z,e,28,20,13.5,
,e,z,28,20,13.5,
,z,y,28,20,13.5,
,y,z,28,20,13.5,
,l,z,36,20,13.5,
,i,z,40,-20,13.5,
,z,t,40,-20,13.5,
,w,z,22,40,13.5,
,f,z,38,24,13.5,
,z,d,26,24,13.5,
,d,z,26,24,13.5,
,z,g,26,24,13.5,
,g,z,26,24,13.5,
,z,k,26,24,13.5,
,o,z,26,24,13.5,
,q,z,26,24,13.5,
,u,z,26,24,13.5,
,z,v,26,24,13.5,
,z,y,26,24,13.5,
,z,r,36,-28,13.5,
,z,s,36,-28,13.5,
,d,z,24,8,13.5,
,z,l,44,-28,13.5,
,z,j,54,-28,13.5,
,z,s,30,40,13.5,
,s,z,30,40,13.5,
,y,z,30,40,13.5,
,z,i,40,28,13.5,
,z,c,32,-20,13.5,
,c,z,32,-20,13.5,
,e,z,32,-20,13.5,
,x,z,32,-20,13.5,
,a,z,32,-36,13.5,
,e,z,32,-36,13.5,
,p,z,32,-36,13.5,
,z,u,32,-36,13.5,
,l,z,34,32,13.5,
,z,t,34,32,13.5,
,z,b,26,8,13.5,
,d,z,26,8,13.5,
,z,h,26,8,13.5,
,z,u,26,8,13.5,
,z,i,40,16,13.5,
,f,z,44,-16,13.5,
,z,l,44,-16,13.5,
,d,z,26,-16,13.5,
,z,p,26,-16,13.5,
,q,z,26,-16,13.5,
,z,f,36,-16,13.5,
,t,z,36,-16,13.5,
,b,z,26,32,13.5,
,z,d,26,32,13.5,
,z,k,26,32,13.5,
,z,n,26,32,13.5,
,n,z,26,32,13.5,
,z,o,26,32,13.5,
,o,z,26,32,13.5,
,p,z,26,32,13.5,
,z,y,26,32,13.5,
,f,z,38,32,13.5,
,z,l,50,-36,13.5,
,f,z,42,12,13.5,
,z,c,32,-4,13.5,
,c,z,32,-4,13.5,
,k,z,32,-4,13.5,
,z,r,32,-4,13.5,
,v,z,32,-4,13.5,
,x,z,32,-4,13.5,
,f,z,36,36,13.5,
,z,i,36,36,13.5,
,i,z,36,36,13.5,
,z,l,36,36,13.5,
,l,z,36,36,13.5,
,c,z,28,36,13.5,
,z,d,28,36,13.5,
,z,e,28,36,13.5,
,v,z,28,36,13.5,
,z,x,28,36,13.5,
,x,z,28,36,13.5,
,z,b,28,-40,13.5,
,z,j,38,-40,13.5,
,z,b,24,36,13.5,
,d,z,24,36,13.5,
,g,z,24,36,13.5,
,z,p,24,36,13.5,
,q,z,24,36,13.5,
,i,z,34,40,13.5,
,l,z,34,40,13.5,
,z,t,34,40,13.5,
,z,c,30,24,13.5,
,c,z,30,24,13.5,
,e,z,30,24,13.5,
,k,z,30,24,13.5,
,z,s,30,24,13.5,
,z,x,30,24,13.5,
,y,z,30,24,13.5,
,c,z,30,0,13.5,
,e,z,30,0,13.5,
,v,z,30,0,13.5,
,z,x,30,0,13.5,
,x,z,30,0,13.5,
,y,z,30,0,13.5,
,z,j,44,28,13.5,
,a,z,26,40,13.5,
,z,g,26,40,13.5,
,z,h,26,40,13.5,
,z,k,26,40,13.5,
,n,z,26,40,13.5,
,z,o,26,40,13.5,
,o,z,26,40,13.5,
,p,z,26,40,13.5,
,z,q,26,40,13.5,
,u,z,26,40,13.5,
,z,v,26,40,13.5,
,j,z,34,4,13.5,
,z,i,46,-28,13.5,
,z,l,46,-28,13.5,
,b,z,30,-20,13.5,
,z,e,30,-20,13.5,
,n,z,30,-20,13.5,
,z,o,30,-20,13.5,
,t,r,30,-20,13.5,
,z,x,30,-20,13.5,
,z,r,32,20,13.5,
,t,z,32,20,13.5,
,z,f,38,-32,13.5,
,j,z,38,-32,13.5,
,z,b,28,-32,13.5,
,d,z,28,-32,13.5,
,z,p,28,-32,13.5,
,q,z,28,-32,13.5,
,z,j,52,-20,13.5,
,f,z,42,-20,13.5,
,x,z,34,-28,13.5,
,z,t,24,-28,13.5,
,w,z,24,-4,13.5,
,w,z,24,-16,13.5,
,t,g,28,-24,13.5,
,z,h,28,-24,13.5,
,o,z,28,-24,13.5,
,z,t,32,36,13.5,
,t,z,32,36,13.5,
,f,z,42,-8,13.5,
,n,z,30,-36,13.5,
,u,z,30,-36,13.5,
,z,v,30,-36,13.5,
,z,d,28,-4,13.5,
,z,g,28,-4,13.5,
,z,h,28,-4,13.5,
,n,z,28,-4,13.5,
,o,z,28,-4,13.5,
,z,v,28,-4,13.5,
,c,z,30,32,13.5,
,k,z,30,32,13.5,
,z,j,58,-40,13.5,
,c,z,32,0,13.5,
,k,z,32,0,13.5,
,v,z,32,0,13.5,
,x,z,32,0,13.5,
,f,z,48,-40,13.5,
,z,c,32,4,13.5,
,k,z,32,4,13.5,
,z,r,32,4,13.5,
,v,z,32,4,13.5,
,x,z,32,4,13.5,
,j,z,34,-4,13.5,
,z,s,30,36,13.5,
,f,z,40,-8,13.5,
,d,z,26,-4,13.5,
,z,p,26,-4,13.5,
,q,z,26,-4,13.5,
,b,z,30,-32,13.5,
,z,h,30,-32,13.5,
,h,z,30,-32,13.5,
,n,z,30,-32,13.5,
,z,o,30,-32,13.5,
,o,z,30,-32,13.5,
,p,z,30,-32,13.5,
,r,u,30,-32,13.5,
,u,z,30,-32,13.5,
,z,t,32,32,13.5,
,t,z,32,32,13.5,
,z,f,38,-20,13.5,
,g,z,28,-20,13.5,
,z,q,28,-20,13.5,
,t,z,28,-20,13.5,
,i,z,52,-32,13.5,
,z,b,24,40,13.5,
,d,z,24,40,13.5,
,g,z,24,40,13.5,
,z,p,24,40,13.5,
,q,z,24,40,13.5,
,z,b,28,-36,13.5,
,g,z,28,-36,13.5,
,z,p,28,-36,13.5,
,z,f,38,-36,13.5,
,s,z,38,-36,13.5,
,z,q,28,40,13.5,
,z,s,28,40,13.5,
,v,z,28,40,13.5,
,z,x,28,40,13.5,
,x,z,28,40,13.5,
,z,r,32,24,13.5,
,t,z,32,24,13.5,
,z,e,30,-24,13.5,
,j,z,30,-24,13.5,
,z,n,30,-24,13.5,
,z,p,30,-24,13.5,
,z,u,30,-24,13.5,
,u,z,30,-24,13.5,
,z,v,30,-24,13.5,
,x,z,30,-24,13.5,
,f,z,36,40,13.5,
,i,z,36,40,13.5,
,z,l,36,40,13.5,
,l,z,36,40,13.5,
,f,z,50,-40,13.5,
,j,z,34,0,13.5,
,e,z,30,4,13.5,
,v,z,30,4,13.5,
,z,x,30,4,13.5,
,x,z,30,4,13.5,
,y,z,30,4,13.5,
,e,z,30,20,13.5,
,v,z,30,20,13.5,
,x,z,30,20,13.5,
,y,z,30,20,13.5,
,a,z,32,-40,13.5,
,z,c,32,-40,13.5,
,z,d,32,-40,13.5,
,z,e,32,-40,13.5,
,z,o,32,-40,13.5,
,p,z,32,-40,13.5,
