,First,Second,Fontsize,Tracking,Distance,
,f,z,48,-8,15.0,
,i,z,48,-8,15.0,
,z,l,48,-8,15.0,
,r,z,38,36,15.0,
,z,t,38,36,15.0,
,c,z,36,-12,15.0,
,k,z,36,-12,15.0,
,z,s,36,-12,15.0,
,r,z,44,-12,15.0,
,r,z,44,-8,15.0,
,f,z,48,-20,15.0,
,z,l,48,-20,15.0,
,l,z,48,-20,15.0,
,r,z,40,12,15.0,
,z,b,32,-32,15.0,
,d,z,32,-32,15.0,
,z,g,32,-32,15.0,
,z,h,32,-32,15.0,
,z,q,32,-32,15.0,
,u,z,32,-32,15.0,
,d,z,30,-4,15.0,
,z,n,30,-4,15.0,
,n,z,30,-4,15.0,
,q,z,30,-4,15.0,
,z,c,34,36,15.0,
,z,r,34,36,15.0,
,z,s,34,36,15.0,
,z,c,34,20,15.0,
,z,s,34,20,15.0,
,s,z,34,20,15.0,
,d,z,32,-24,15.0,
,z,g,32,-24,15.0,
,z,h,32,-24,15.0,
,z,o,32,-24,15.0,
,q,z,32,-24,15.0,
,u,z,32,-24,15.0,
,i,z,48,-36,15.0,
,z,t,38,20,15.0,
,f,z,50,-24,15.0,
,l,z,50,-24,15.0,
,q,z,40,-24,15.0,
,r,z,40,-24,15.0,
,z,i,42,28,15.0,
,i,z,42,28,15.0,
,z,l,42,28,15.0,
,l,z,42,28,15.0,
,z,j,50,0,15.0,
,z,r,36,24,15.0,
,s,z,36,24,15.0,
,t,z,36,24,15.0,
,z,b,28,24,15.0,
,g,z,28,24,15.0,
,z,p,28,24,15.0,
,z,s,32,40,15.0,
,x,z,32,40,15.0,
,z,w,24,24,15.0,
,h,z,52,-40,15.0,
,z,l,52,-40,15.0,
,d,z,28,0,15.0,
,g,z,28,4,15.0,
,q,z,28,4,15.0,
,z,b,28,20,15.0,
,z,h,28,20,15.0,
,z,p,28,20,15.0,
,j,z,36,20,15.0,
,s,z,36,20,15.0,
,j,z,40,-20,15.0,
,r,z,38,24,15.0,
,z,t,38,24,15.0,
,t,z,38,24,15.0,
,v,z,26,-28,15.0,
,c,z,36,-28,15.0,
,z,k,36,-28,15.0,
,k,z,36,-28,15.0,
,z,m,24,8,15.0,
,z,w,24,8,15.0,
,a,z,30,40,15.0,
,b,z,30,40,15.0,
,z,d,30,40,15.0,
,z,g,30,40,15.0,
,z,q,30,40,15.0,
,f,z,48,-32,15.0,
,l,z,48,-32,15.0,
,l,z,48,-32,15.0,
,f,z,40,28,15.0,
,z,l,40,28,15.0,
,z,c,34,24,15.0,
,z,s,34,24,15.0,
,s,z,34,24,15.0,
,z,x,34,24,15.0,
,z,d,32,-20,15.0,
,d,z,32,-20,15.0,
,z,g,32,-20,15.0,
,z,h,32,-20,15.0,
,z,o,32,-20,15.0,
,o,z,32,-20,15.0,
,u,z,32,-20,15.0,
,z,n,32,-36,15.0,
,u,z,32,-36,15.0,
,z,c,34,32,15.0,
,z,x,34,32,15.0,
,r,z,40,16,15.0,
,f,z,48,-24,15.0,
,i,z,48,-24,15.0,
,r,z,44,-16,15.0,
,z,w,26,-16,15.0,
,w,z,26,-16,15.0,
,k,z,36,-16,15.0,
,z,s,36,-16,15.0,
,z,j,52,16,15.0,
,r,z,38,32,15.0,
,t,z,38,32,15.0,
,f,z,50,-36,15.0,
,z,i,50,-36,15.0,
,i,z,50,-36,15.0,
,z,c,40,-36,15.0,
,z,r,40,-36,15.0,
,z,s,40,-36,15.0,
,s,z,40,-36,15.0,
,z,i,42,12,15.0,
,l,z,42,12,15.0,
,f,z,46,-8,15.0,
,b,z,32,-4,15.0,
,z,k,32,-4,15.0,
,o,z,32,-4,15.0,
,p,z,32,-4,15.0,
,q,z,32,-4,15.0,
,z,u,32,-4,15.0,
,z,x,32,-4,15.0,
,j,z,36,36,15.0,
,r,z,36,36,15.0,
,z,t,36,36,15.0,
,t,z,36,36,15.0,
,z,h,28,36,15.0,
,z,n,28,36,15.0,
,u,z,28,36,15.0,
,z,t,28,-40,15.0,
,z,w,28,-40,15.0,
,z,e,38,-40,15.0,
,z,s,34,40,15.0,
,a,z,30,24,15.0,
,b,z,30,24,15.0,
,z,d,30,24,15.0,
,z,g,30,24,15.0,
,n,z,30,24,15.0,
,p,z,30,24,15.0,
,z,q,30,24,15.0,
,d,z,30,0,15.0,
,z,g,30,0,15.0,
,g,z,30,0,15.0,
,z,h,30,0,15.0,
,h,z,30,0,15.0,
,o,z,30,0,15.0,
,z,p,30,0,15.0,
,z,j,48,28,15.0,
,m,z,22,24,15.0,
,i,z,38,40,15.0,
,l,z,38,40,15.0,
,r,z,38,40,15.0,
,c,z,34,4,15.0,
,s,z,34,4,15.0,
,v,z,34,4,15.0,
,z,x,34,4,15.0,
,z,j,56,-28,15.0,
,f,z,46,-28,15.0,
,d,z,30,-20,15.0,
,m,z,30,-20,15.0,
,o,z,30,-20,15.0,
,z,q,30,-20,15.0,
,j,z,38,8,15.0,
,z,r,38,8,15.0,
,z,t,38,8,15.0,
,t,z,38,8,15.0,
,a,z,32,20,15.0,
,b,z,32,20,15.0,
,z,s,32,20,15.0,
,z,x,32,20,15.0,
,x,z,32,20,15.0,
,z,c,38,-32,15.0,
,r,z,40,8,15.0,
,t,z,42,-20,15.0,
,e,z,34,-28,15.0,
,z,k,34,-28,15.0,
,z,n,34,-28,15.0,
,z,v,34,-28,15.0,
,v,z,34,-28,15.0,
,z,m,24,-4,15.0,
,m,z,24,-4,15.0,
,z,l,42,8,15.0,
,c,z,34,-16,15.0,
,z,e,34,-16,15.0,
,z,k,34,-16,15.0,
,v,z,34,-16,15.0,
,m,z,24,-16,15.0,
,z,f,42,-36,15.0,
,j,z,42,-36,15.0,
,z,r,42,-36,15.0,
,h,z,52,-36,15.0,
,k,z,52,-36,15.0,
,z,c,38,-24,15.0,
,r,z,36,-4,15.0,
,z,s,36,-4,15.0,
,z,s,32,36,15.0,
,x,z,32,36,15.0,
,y,z,32,36,15.0,
,r,z,42,-8,15.0,
,t,z,42,-8,15.0,
,d,z,30,-36,15.0,
,z,p,30,-36,15.0,
,z,j,56,-16,15.0,
,f,z,46,-16,15.0,
,z,r,36,4,15.0,
,i,z,44,16,15.0,
,a,z,30,32,15.0,
,z,g,30,32,15.0,
,z,o,30,32,15.0,
,o,z,30,32,15.0,
,p,z,30,32,15.0,
,z,q,30,32,15.0,
,a,z,32,0,15.0,
,b,z,32,0,15.0,
,z,o,32,0,15.0,
,o,z,32,0,15.0,
,p,z,32,0,15.0,
,z,u,32,0,15.0,
,z,x,32,0,15.0,
,a,z,32,4,15.0,
,b,z,32,4,15.0,
,z,d,32,4,15.0,
,o,z,32,4,15.0,
,p,z,32,4,15.0,
,u,z,32,4,15.0,
,z,x,32,4,15.0,
,c,z,34,-4,15.0,
,e,z,34,-4,15.0,
,s,z,34,-4,15.0,
,a,z,30,36,15.0,
,z,d,30,36,15.0,
,z,q,30,36,15.0,
,j,z,40,-8,15.0,
,i,z,44,12,15.0,
,j,z,38,-4,15.0,
,z,r,38,-4,15.0,
,z,t,38,-4,15.0,
,w,z,26,-4,15.0,
,z,w,22,36,15.0,
,z,j,52,-8,15.0,
,f,z,46,-12,15.0,
,d,z,30,-32,15.0,
,g,z,30,-32,15.0,
,z,s,32,32,15.0,
,x,z,32,32,15.0,
,y,z,32,32,15.0,
,z,c,38,-20,15.0,
,z,i,52,-32,15.0,
,z,f,42,-32,15.0,
,j,z,42,-32,15.0,
,c,z,34,-12,15.0,
,z,e,34,-12,15.0,
,z,k,34,-12,15.0,
,v,z,34,-12,15.0,
,w,z,24,40,15.0,
,j,z,42,-24,15.0,
,z,r,42,-24,15.0,
,r,z,42,-24,15.0,
,z,t,42,-24,15.0,
,t,z,42,-24,15.0,
,w,z,28,-36,15.0,
,z,n,28,40,15.0,
,o,z,28,40,15.0,
,z,u,28,40,15.0,
,z,v,28,40,15.0,
,a,z,32,24,15.0,
,z,x,32,24,15.0,
,x,z,32,24,15.0,
,y,z,32,24,15.0,
,z,b,30,-24,15.0,
,d,z,30,-24,15.0,
,z,q,30,-24,15.0,
,j,z,36,40,15.0,
,r,z,36,40,15.0,
,z,t,36,40,15.0,
,t,z,36,40,15.0,
,z,i,44,8,15.0,
,i,z,44,8,15.0,
,i,z,50,-40,15.0,
,z,c,34,0,15.0,
,c,z,34,0,15.0,
,s,z,34,0,15.0,
,v,z,34,0,15.0,
,z,s,40,-40,15.0,
,s,z,40,-40,15.0,
,z,d,30,4,15.0,
,d,z,30,4,15.0,
,z,h,30,4,15.0,
,a,z,30,20,15.0,
,z,g,30,20,15.0,
,z,k,30,20,15.0,
,n,z,30,20,15.0,
,z,o,30,20,15.0,
,o,z,30,20,15.0,
,p,z,30,20,15.0,
,z,q,30,20,15.0,
,d,z,32,-40,15.0,
,z,h,32,-40,15.0,
,z,n,32,-40,15.0,
,t,u,32,-40,15.0,
,k,z,34,-20,14.5,
,z,x,34,-20,14.5,
,x,z,34,-20,14.5,
,y,z,34,-20,14.5,
,z,w,24,-20,14.5,
,z,f,40,0,14.5,
,f,z,40,0,14.5,
,z,t,40,0,14.5,
,d,z,28,-12,14.5,
,s,z,38,-12,14.5,
,z,c,32,28,14.5,
,z,r,32,28,14.5,
,v,z,32,28,14.5,
,z,f,38,0,14.5,
,z,h,30,-28,14.5,
,z,n,30,-28,14.5,
,i,z,46,-20,14.5,
,l,z,46,-20,14.5,
,f,z,44,4,14.5,
,z,l,44,4,14.5,
,z,e,30,8,14.5,
,h,z,30,8,14.5,
,n,z,30,8,14.5,
,p,z,30,8,14.5,
,z,u,30,8,14.5,
,u,z,30,8,14.5,
,f,z,44,20,14.5,
,z,c,32,8,14.5,
,e,z,32,8,14.5,
,v,z,32,8,14.5,
,z,e,30,12,14.5,
,n,z,30,12,14.5,
,u,z,30,12,14.5,
,z,x,30,12,14.5,
,z,y,30,12,14.5,
,z,x,34,-8,14.5,
,x,z,34,-8,14.5,
,z,f,40,-4,14.5,
,z,t,40,-4,14.5,
,z,f,38,-8,14.5,
,z,j,52,-4,14.5,
,t,z,46,-36,14.5,
,z,g,30,-16,14.5,
,g,z,30,-16,14.5,
,z,h,30,-16,14.5,
,o,z,30,-16,14.5,
,u,z,30,-16,14.5,
,z,v,30,-16,14.5,
,z,c,32,16,14.5,
,c,z,32,16,14.5,
,v,z,32,16,14.5,
,z,j,52,-16,14.5,
,m,z,24,-36,14.5,
,z,d,34,-36,14.5,
,z,g,34,-36,14.5,
,z,h,34,-36,14.5,
,z,o,34,-36,14.5,
,z,q,34,-36,14.5,
,z,u,34,-36,14.5,
,z,y,34,-36,14.5,
,z,u,34,-32,14.5,
,z,y,34,-32,14.5,
,y,z,34,-32,14.5,
,f,z,42,4,14.5,
,z,s,38,-28,14.5,
,s,z,38,-28,14.5,
,z,c,32,12,14.5,
,c,z,32,12,14.5,
,l,z,46,0,14.5,
,u,z,30,-12,14.5,
,z,v,30,-12,14.5,
,d,z,28,-8,14.5,
,g,z,28,-8,14.5,
,q,z,28,-8,14.5,
,l,z,46,-32,14.5,
,l,z,46,-32,14.5,
,z,w,22,16,14.5,
,z,r,36,8,14.5,
,b,z,30,16,14.5,
,z,e,30,16,14.5,
,z,o,30,16,14.5,
,p,z,30,16,14.5,
,u,z,30,16,14.5,
,x,z,30,16,14.5,
,z,y,30,16,14.5,
,p,z,30,28,14.5,
,v,z,30,28,14.5,
,z,x,30,28,14.5,
,y,z,30,28,14.5,
,f,z,54,-40,14.5,
,f,z,44,24,14.5,
,e,z,36,-40,14.5,
,z,q,36,-40,14.5,
,z,v,36,-40,14.5,
,z,m,22,28,14.5,
,m,z,22,28,14.5,
,j,z,34,8,14.5,
,f,z,44,0,14.5,
,l,z,46,-24,14.5,
,l,z,46,-24,14.5,
,z,f,38,4,14.5,
,z,f,38,-16,14.5,
,z,b,28,-16,14.5,
,z,q,28,-16,14.5,
,z,f,40,4,14.5,
,i,z,40,4,14.5,
,z,t,40,4,14.5,
,z,m,24,-24,14.5,
,m,z,24,-24,14.5,
,z,w,24,-24,14.5,
,z,d,34,-24,14.5,
,z,o,34,-24,14.5,
,z,q,34,-24,14.5,
,z,u,34,-24,14.5,
,z,x,34,-24,14.5,
,x,z,34,-24,14.5,
,z,y,34,-24,14.5,
,j,z,34,16,14.5,
,k,z,34,16,14.5,
,t,z,34,16,14.5,
,z,e,32,-12,14.5,
,e,z,32,-12,14.5,
,z,g,32,-12,14.5,
,h,z,32,-12,14.5,
,z,k,32,-12,14.5,
,n,z,32,-12,14.5,
,z,u,32,-12,14.5,
,z,y,32,-12,14.5,
,f,z,54,-32,14.5,
,z,j,54,-32,14.5,
,f,t,26,-32,14.5,
,s,z,26,-32,14.5,
,z,c,36,-32,14.5,
,v,z,36,-32,14.5,
,z,i,46,-4,14.5,
,l,z,46,-4,14.5,
,f,z,42,36,14.5,
,z,e,32,-8,14.5,
,e,z,32,-8,14.5,
,h,z,32,-8,14.5,
,z,f,36,12,14.5,
,h,z,28,12,14.5,
,n,z,28,12,14.5,
,u,z,28,12,14.5,
,z,b,28,8,14.5,
,d,z,28,8,14.5,
,g,z,28,8,14.5,
,n,z,28,8,14.5,
,z,p,28,8,14.5,
,q,z,28,8,14.5,
,z,o,24,-40,14.5,
,z,m,24,-40,14.5,
,m,z,24,-40,14.5,
,z,d,34,-40,14.5,
,z,g,34,-40,14.5,
,z,o,34,-40,14.5,
,z,q,34,-40,14.5,
,z,y,34,-40,14.5,
,z,t,46,-40,14.5,
,f,z,42,20,14.5,
,z,j,50,8,14.5,
,z,c,36,-24,14.5,
,z,t,26,-24,14.5,
,d,z,26,28,14.5,
,z,m,24,4,14.5,
,l,z,44,-24,14.5,
,j,z,34,28,14.5,
,h,z,32,-28,14.5,
,z,o,32,-28,14.5,
,p,z,32,-28,14.5,
,z,q,32,-28,14.5,
,z,y,32,-28,14.5,
,i,z,40,20,14.5,
,z,w,24,0,14.5,
,w,z,24,0,14.5,
,l,z,44,-20,14.5,
,z,j,54,-20,14.5,
,z,c,36,-20,14.5,
,t,z,40,-28,14.5,
,z,i,50,-28,14.5,
,z,l,50,-28,14.5,
,f,z,42,24,14.5,
,b,z,28,28,14.5,
,z,k,28,28,14.5,
,z,n,28,28,14.5,
,n,z,28,28,14.5,
,o,z,28,28,14.5,
,z,v,28,28,14.5,
,z,w,24,16,14.5,
,w,z,24,16,14.5,
,n,z,28,16,14.5,
,o,z,28,16,14.5,
,z,p,28,16,14.5,
,z,f,36,16,14.5,
,z,f,40,-16,14.5,
,z,l,50,-16,14.5,
,z,f,38,12,14.5,
,m,z,22,4,14.5,
,e,z,36,-36,14.5,
,v,z,36,-36,14.5,
,x,z,36,-36,14.5,
,f,t,26,-36,14.5,
,s,z,26,-36,14.5,
,f,z,54,-36,14.5,
,f,z,44,-4,14.5,
,z,l,44,-4,14.5,
,l,z,44,-4,14.5,
,z,i,40,36,14.5,
,k,z,34,12,14.5,
,z,o,30,-8,14.5,
,o,z,30,-8,14.5,
,z,u,30,-8,14.5,
,u,z,30,-8,14.5,
,z,v,30,-8,14.5,
,z,y,30,-8,14.5,
,z,e,32,-16,14.5,
,e,z,32,-16,14.5,
,z,g,32,-16,14.5,
,z,k,32,-16,14.5,
,n,z,32,-16,14.5,
,p,z,32,-16,14.5,
,z,q,32,-16,14.5,
,z,u,32,-16,14.5,
,z,y,32,-16,14.5,
,w,z,24,32,14.5,
,z,d,28,32,14.5,
,z,g,28,32,14.5,
,z,h,28,32,14.5,
,n,z,28,32,14.5,
,p,z,28,32,14.5,
,u,z,28,32,14.5,
,z,v,28,32,14.5,
,f,z,42,16,14.5,
,t,z,40,-32,14.5,
,z,i,50,-32,14.5,
,z,l,50,-32,14.5,
,j,z,36,-12,14.5,
,v,z,36,-12,14.5,
,d,z,26,36,14.5,
,g,z,26,36,14.5,
,z,j,54,-12,14.5,
,z,l,44,-12,14.5,
,l,z,44,-12,14.5,
,f,z,44,-8,14.5,
,z,l,44,-8,14.5,
,l,z,44,-8,14.5,
,z,e,32,-32,14.5,
,g,z,32,-32,14.5,
,h,z,32,-32,14.5,
,z,n,32,-32,14.5,
,n,z,32,-32,14.5,
,z,p,32,-32,14.5,
,z,e,30,-4,14.5,
,z,h,30,-4,14.5,
,h,z,30,-4,14.5,
,z,k,30,-4,14.5,
,p,z,30,-4,14.5,
,z,u,30,-4,14.5,
,u,z,30,-4,14.5,
,z,v,30,-4,14.5,
,t,z,34,36,14.5,
,j,z,34,20,14.5,
,k,z,34,20,14.5,
,t,z,34,20,14.5,
,z,d,32,-24,14.5,
,z,e,32,-24,14.5,
,h,z,32,-24,14.5,
,n,z,32,-24,14.5,
,o,z,32,-24,14.5,
,p,z,32,-24,14.5,
,z,q,32,-24,14.5,
,z,u,32,-24,14.5,
,z,v,32,-24,14.5,
,z,y,32,-24,14.5,
,z,j,58,-36,14.5,
,g,z,26,20,14.5,
,z,l,50,-24,14.5,
,z,t,40,-24,14.5,
,z,f,36,24,14.5,
,r,g,30,-40,14.5,
,z,h,28,24,14.5,
,h,z,28,24,14.5,
,z,n,28,24,14.5,
,n,z,28,24,14.5,
,o,z,28,24,14.5,
,z,u,28,24,14.5,
,u,z,28,24,14.5,
,z,r,32,40,14.5,
,k,z,52,-40,14.5,
,z,b,28,0,14.5,
,g,z,28,0,14.5,
,z,p,28,0,14.5,
,z,b,28,4,14.5,
,d,z,28,4,14.5,
,n,z,28,4,14.5,
,z,p,28,4,14.5,
,z,u,28,4,14.5,
,z,w,24,20,14.5,
,w,z,24,20,14.5,
,d,z,28,20,14.5,
,g,z,28,20,14.5,
,n,z,28,20,14.5,
,u,z,28,20,14.5,
,z,v,28,20,14.5,
,z,f,36,20,14.5,
,t,z,40,-20,14.5,
,z,i,50,-20,14.5,
,z,l,50,-20,14.5,
,z,m,22,40,14.5,
,m,z,22,40,14.5,
,z,w,22,40,14.5,
,z,t,26,-28,14.5,
,z,w,26,-28,14.5,
,x,z,36,-28,14.5,
,z,c,30,40,14.5,
,c,z,30,40,14.5,
,z,e,30,40,14.5,
,z,x,30,40,14.5,
,x,z,30,40,14.5,
,z,j,58,-32,14.5,
,i,z,40,28,14.5,
,j,z,34,24,14.5,
,t,z,34,24,14.5,
,z,e,32,-20,14.5,
,z,k,32,-20,14.5,
,n,z,32,-20,14.5,
,p,z,32,-20,14.5,
,z,q,32,-20,14.5,
,z,u,32,-20,14.5,
,z,y,32,-20,14.5,
,z,d,32,-36,14.5,
,h,z,32,-36,14.5,
,n,z,32,-36,14.5,
,o,z,32,-36,14.5,
,z,q,32,-36,14.5,
,z,v,32,-36,14.5,
,j,z,34,32,14.5,
,t,z,34,32,14.5,
,i,z,40,16,14.5,
,l,z,44,-16,14.5,
,z,j,54,-16,14.5,
,v,z,36,-16,14.5,
,g,z,26,32,14.5,
,q,z,26,32,14.5,
,z,i,46,-8,14.5,
,l,z,46,-8,14.5,
,z,e,32,-4,14.5,
,e,z,32,-4,14.5,
,z,g,32,-4,14.5,
,h,z,32,-4,14.5,
,n,z,32,-4,14.5,
,z,f,36,36,14.5,
,z,j,52,4,14.5,
,b,z,28,36,14.5,
,h,z,28,36,14.5,
,z,k,28,36,14.5,
,n,z,28,36,14.5,
,z,o,28,36,14.5,
,o,z,28,36,14.5,
,p,z,28,36,14.5,
,z,u,28,36,14.5,
,z,v,28,36,14.5,
,z,j,50,12,14.5,
,l,s,38,-40,14.5,
,w,z,24,36,14.5,
,j,z,34,40,14.5,
,h,z,30,24,14.5,
,v,z,30,24,14.5,
,x,z,30,24,14.5,
,b,z,30,0,14.5,
,z,e,30,0,14.5,
,n,z,30,0,14.5,
,u,z,30,0,14.5,
,z,v,30,0,14.5,
,z,y,30,0,14.5,
,z,b,26,40,14.5,
,d,z,26,40,14.5,
,z,n,26,40,14.5,
,q,z,26,40,14.5,
,f,z,38,40,14.5,
,k,z,34,4,14.5,
,i,z,46,-28,14.5,
,l,z,46,-28,14.5,
,t,g,30,-20,14.5,
,g,z,30,-20,14.5,
,r,u,30,-20,14.5,
,z,c,32,20,14.5,
,c,z,32,20,14.5,
,v,z,32,20,14.5,
,z,s,38,-32,14.5,
,s,z,38,-32,14.5,
,z,f,40,8,14.5,
,i,z,40,8,14.5,
,z,d,34,-28,14.5,
,z,g,34,-28,14.5,
,z,o,34,-28,14.5,
,z,q,34,-28,14.5,
,z,x,34,-28,14.5,
,z,m,24,-28,14.5,
,m,z,24,-28,14.5,
,t,s,24,-28,14.5,
,z,y,24,-28,14.5,
,z,w,24,-4,14.5,
,f,z,42,8,14.5,
,z,x,34,-16,14.5,
,z,y,34,-16,14.5,
,z,w,24,-16,14.5,
,z,f,38,-24,14.5,
,k,z,38,-24,14.5,
,z,s,38,-24,14.5,
,s,z,38,-24,14.5,
,z,c,32,36,14.5,
,z,r,32,36,14.5,
,v,z,32,36,14.5,
,z,b,30,-36,14.5,
,z,n,30,-36,14.5,
,z,i,46,-16,14.5,
,i,z,46,-16,14.5,
,z,l,46,-16,14.5,
,z,b,28,-4,14.5,
,z,p,28,-4,14.5,
,q,z,28,-4,14.5,
,z,m,22,32,14.5,
,m,z,22,32,14.5,
,z,f,36,4,14.5,
,b,z,30,32,14.5,
,z,c,30,32,14.5,
,e,z,30,32,14.5,
,v,z,30,32,14.5,
,z,x,30,32,14.5,
,x,z,30,32,14.5,
,y,z,30,32,14.5,
,z,c,32,0,14.5,
,z,e,32,0,14.5,
,e,z,32,0,14.5,
,c,z,32,4,14.5,
,z,e,32,4,14.5,
,e,z,32,4,14.5,
,z,g,32,4,14.5,
,k,z,34,-4,14.5,
,z,x,34,-4,14.5,
,z,e,30,36,14.5,
,v,z,30,36,14.5,
,z,x,30,36,14.5,
,x,z,30,36,14.5,
,y,z,30,36,14.5,
,z,f,40,-8,14.5,
,z,t,40,-8,14.5,
,z,l,44,12,14.5,
,z,f,38,-4,14.5,
,s,z,38,-4,14.5,
,z,m,22,36,14.5,
,m,z,22,36,14.5,
,z,i,46,-12,14.5,
,i,z,46,-12,14.5,
,z,l,46,-12,14.5,
,z,b,30,-32,14.5,
,z,n,30,-32,14.5,
,z,p,30,-32,14.5,
,c,z,32,32,14.5,
,z,r,32,32,14.5,
,v,z,32,32,14.5,
,s,z,38,-20,14.5,
,z,t,42,-32,14.5,
,z,m,24,-12,14.5,
,z,q,34,-12,14.5,
,z,x,34,-12,14.5,
,x,z,34,-12,14.5,
,z,s,38,-36,14.5,
,a,z,28,40,14.5,
,b,z,28,40,14.5,
,z,h,28,40,14.5,
,z,k,28,40,14.5,
,n,z,28,40,14.5,
,z,o,28,40,14.5,
,p,z,28,40,14.5,
,u,z,28,40,14.5,
,z,y,28,40,14.5,
,z,c,32,24,14.5,
,c,z,32,24,14.5,
,v,z,32,24,14.5,
,t,g,30,-24,14.5,
,m,z,30,-24,14.5,
,o,z,30,-24,14.5,
,z,l,44,8,14.5,
,z,l,50,-40,14.5,
,l,z,50,-40,14.5,
,k,z,34,0,14.5,
,z,x,34,0,14.5,
,j,z,40,-40,14.5,
,b,z,30,4,14.5,
,z,e,30,4,14.5,
,z,k,30,4,14.5,
,n,z,30,4,14.5,
,z,o,30,4,14.5,
,o,z,30,4,14.5,
,z,u,30,4,14.5,
,z,v,30,4,14.5,
,z,y,30,4,14.5,
,b,z,30,20,14.5,
,u,z,30,20,14.5,
,z,x,30,20,14.5,
,z,g,32,-40,14.5,
,g,z,32,-40,14.5,
,o,z,32,-40,14.5,
,z,q,32,-40,14.5,
,q,z,32,-40,14.5,
,u,z,32,-40,14.5,
,z,c,34,-20,14.0,
,c,z,34,-20,14.0,
,z,e,34,-20,14.0,
,s,z,34,-20,14.0,
,v,z,34,-20,14.0,
,r,z,42,-28,14.0,
,r,z,40,0,14.0,
,z,b,28,-12,14.0,
,g,z,28,-12,14.0,
,z,p,28,-12,14.0,
,q,z,28,-12,14.0,
,z,r,38,-12,14.0,
,r,z,38,-12,14.0,
,z,t,38,-12,14.0,
,t,z,38,-12,14.0,
,z,f,32,28,14.0,
,k,z,32,28,14.0,
,s,z,32,28,14.0,
,r,z,38,0,14.0,
,z,t,38,0,14.0,
,d,z,30,-28,14.0,
,z,g,30,-28,14.0,
,g,z,30,-28,14.0,
,z,q,30,-28,14.0,
,q,z,30,-28,14.0,
,z,j,42,40,14.0,
,a,z,30,8,14.0,
,b,z,30,8,14.0,
,z,d,30,8,14.0,
,z,q,30,8,14.0,
,z,s,32,8,14.0,
,x,z,32,8,14.0,
,a,z,30,12,14.0,
,z,q,30,12,14.0,
,z,c,34,-8,14.0,
,k,z,34,-8,14.0,
,z,t,38,-8,14.0,
,t,z,38,-8,14.0,
,z,m,22,12,14.0,
,m,z,22,12,14.0,
,f,z,46,-36,14.0,
,z,l,46,-36,14.0,
,z,d,30,-16,14.0,
,z,k,30,-16,14.0,
,n,z,30,-16,14.0,
,z,q,30,-16,14.0,
,z,y,30,-16,14.0,
,z,j,46,32,14.0,
,z,s,32,16,14.0,
,l,z,42,-16,14.0,
,r,z,42,-16,14.0,
,z,i,42,0,14.0,
,z,l,42,0,14.0,
,l,z,42,0,14.0,
,z,m,24,-36,14.0,
,c,z,34,-36,14.0,
,z,e,34,-36,14.0,
,z,k,34,-36,14.0,
,k,z,34,-36,14.0,
,v,z,34,-36,14.0,
,z,w,24,-8,14.0,
,w,z,24,-8,14.0,
,c,z,34,-32,14.0,
,z,e,34,-32,14.0,
,z,k,34,-32,14.0,
,k,z,34,-32,14.0,
,z,m,24,-32,14.0,
,z,w,24,-32,14.0,
,z,i,42,4,14.0,
,i,z,42,4,14.0,
,z,l,42,4,14.0,
,l,z,42,4,14.0,
,z,i,42,-12,14.0,
,l,z,42,-12,14.0,
,r,z,42,-12,14.0,
,z,r,38,-28,14.0,
,o,z,28,-28,14.0,
,z,q,28,-28,14.0,
,s,z,36,-8,14.0,
,t,z,36,-8,14.0,
,k,z,32,12,14.0,
,z,s,32,12,14.0,
,a,z,30,-12,14.0,
,b,z,30,-12,14.0,
,z,d,30,-12,14.0,
,z,g,30,-12,14.0,
,g,z,30,-12,14.0,
,h,z,30,-12,14.0,
,n,z,30,-12,14.0,
,z,o,30,-12,14.0,
,o,z,30,-12,14.0,
,z,q,30,-12,14.0,
,z,u,30,-12,14.0,
,z,y,30,-12,14.0,
,z,i,42,-4,14.0,
,i,z,42,-4,14.0,
,z,l,42,-4,14.0,
,z,j,46,36,14.0,
,z,b,28,-8,14.0,
,z,h,28,-8,14.0,
,z,n,28,-8,14.0,
,z,p,28,-8,14.0,
,f,z,46,-32,14.0,
,z,m,22,16,14.0,
,m,z,22,16,14.0,
,j,z,36,8,14.0,
,t,z,36,8,14.0,
,a,z,30,16,14.0,
,z,l,40,40,14.0,
,z,c,30,28,14.0,
,c,z,30,28,14.0,
,z,r,44,-40,14.0,
,z,s,36,-40,14.0,
,z,f,26,-40,14.0,
,f,t,26,-40,14.0,
,z,j,48,24,14.0,
,z,w,22,28,14.0,
,z,s,34,8,14.0,
,z,j,46,20,14.0,
,r,z,38,4,14.0,
,z,t,38,4,14.0,
,z,r,38,-16,14.0,
,t,z,38,-16,14.0,
,o,z,28,-16,14.0,
,f,z,40,4,14.0,
,z,l,40,4,14.0,
,z,e,34,-24,14.0,
,k,z,34,-24,14.0,
,v,z,34,-24,14.0,
,z,r,34,16,14.0,
,z,s,34,16,14.0,
,a,z,32,-12,14.0,
,b,z,32,-12,14.0,
,p,z,32,-12,14.0,
,z,x,32,-12,14.0,
,z,m,22,-12,14.0,
,z,l,40,32,14.0,
,z,i,48,-28,14.0,
,z,l,48,-28,14.0,
,d,z,26,4,14.0,
,g,z,26,4,14.0,
,h,z,44,-32,14.0,
,z,r,44,-32,14.0,
,z,t,44,-32,14.0,
,d,z,26,16,14.0,
,g,z,26,16,14.0,
,z,p,26,16,14.0,
